nhgiscode,gjoin1970,gjoin1980,gjoin1990,gjoin2000,gjoin2010,gjoin2012,state,statefp,statenh,county,countyfp,countynh,tracta,name1970,name1980,name1990,name2000,name2010,name2012,r_wh_1970,r_wh_1980,r_wh_1990,r_wh_2000,r_wh_2010,r_bl_1970,r_bl_1980,r_bl_1990,r_bl_2000,r_bl_2010,r_ai_1970,r_ai_1980,r_ai_1990,r_ai_2000,r_ai_2010,r_as_1970,r_as_1980,r_as_1990,r_as_2000,r_as_2010,r_2m_2000,r_2m_2010,emp_tot_1970,emp_tot_1980,emp_tot_1990,emp_tot_2000,emp_tot_2012,emp_1970,emp_1980,emp_1990,emp_2000,emp_2012,emp_un_1970,emp_un_1980,emp_un_1990,emp_un_2000,emp_un_2012,pov_1970,pov_1980,pov_1990,pov_2000,pov_2012,pop_2012,pop_1980,pop_2000,pop_1970,pop_1990,pop_2010
G4701570022330,,G4701570022330,G4701570022330,G4701570022330,G4701570022330,G4701570022330,Tennessee,47,470,Shelby County,157,1570,22330,,State: 47 County: 157 Tract: 223.30,Tract 223.30,Census Tract 223.30,Census Tract 223.30,"Census Tract 223.30, Shelby County, Tennessee",,343.0,232.0,150.0,83.0,,7511.0,6629.0,5391.0,4509.0,,0.0,5.0,2.0,1.0,,11.0,11.0,96.0,121.0,31.0,30.0,,3013.0,3185.0,2444.0,2329.0,,2606.0,2728.0,2197.0,1939.0,,394.0,457.0,247.0,382.0,,2064.0,2286.0,1457.0,1076.0,0.0,7865.0,5670.0,0.0,6877.0,4744.0
G4701570022400,G47015700224,,,,,,Tennessee,47,470,Shelby County,157,1570,22400,Tract  224,,,,,,7718.0,,,,,6962.0,,,,,6.0,,,,,28.0,,,,,,,5206.0,,,,,5006.0,,,,,196.0,,,,,3382.0,,,,,0.0,0.0,0.0,14714.0,0.0,0.0
G4701570022410,,G4701570022410,G4701570022410,G4701570022410,G4701570022410,G4701570022410,Tennessee,47,470,Shelby County,157,1570,22410,,State: 47 County: 157 Tract: 224.10,Tract 224.10,Census Tract 224.10,Census Tract 224.10,"Census Tract 224.10, Shelby County, Tennessee",,1761.0,1024.0,680.0,388.0,,6226.0,5180.0,4861.0,5454.0,,0.0,5.0,7.0,13.0,,18.0,16.0,36.0,83.0,30.0,73.0,,3133.0,2819.0,2658.0,2869.0,,2669.0,2459.0,2351.0,2523.0,,457.0,344.0,300.0,346.0,,1797.0,764.0,1062.0,1237.0,0.0,8005.0,5614.0,0.0,6225.0,6011.0
G4701570022420,,G4701570022420,G4701570022420,,,,Tennessee,47,470,Shelby County,157,1570,22420,,State: 47 County: 157 Tract: 224.20,Tract 224.20,,,,,1139.0,445.0,,,,8493.0,8611.0,,,,0.0,19.0,,,,59.0,16.0,,,,,,3824.0,4186.0,,,,3302.0,3668.0,,,,517.0,498.0,,,,2418.0,2237.0,,,0.0,9691.0,0.0,0.0,9091.0,0.0
G4701570022421,,,,G4701570022421,,,Tennessee,47,470,Shelby County,157,1570,22421,,,,Census Tract 224.21,,,,,,151.0,,,,,7052.0,,,,,6.0,,,,,13.0,,18.0,,,,,2794.0,,,,,2445.0,,,,,349.0,,,,,2294.0,,0.0,0.0,7240.0,0.0,0.0,0.0
G4701570022422,,,,G4701570022422,,,Tennessee,47,470,Shelby County,157,1570,22422,,,,Census Tract 224.22,,,,,,56.0,,,,,655.0,,,,,0.0,,,,,9.0,,3.0,,,,,359.0,,,,,315.0,,,,,35.0,,,,,201.0,,0.0,0.0,723.0,0.0,0.0,0.0
G4701570022500,,,,,G4701570022500,G4701570022500,Tennessee,47,470,Shelby County,157,1570,22500,,,,,Census Tract 225,"Census Tract 225, Shelby County, Tennessee",,,,,493.0,,,,,3539.0,,,,,16.0,,,,,536.0,,57.0,,,,,2158.0,,,,,1901.0,,,,,257.0,,,,,712.0,0.0,0.0,0.0,0.0,0.0,4641.0
G4701570022598,,,G4701570022598,,,,Tennessee,47,470,Shelby County,157,1570,22598,,,Tract 225.98,,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
G4701570022600,,,,,G4701570022600,G4701570022600,Tennessee,47,470,Shelby County,157,1570,22600,,,,,Census Tract 226,"Census Tract 226, Shelby County, Tennessee",,,,,382.0,,,,,3203.0,,,,,5.0,,,,,248.0,,43.0,,,,,1859.0,,,,,1568.0,,,,,291.0,,,,,1628.0,0.0,0.0,0.0,0.0,0.0,3881.0
G4701570022698,,,G4701570022698,,,,Tennessee,47,470,Shelby County,157,1570,22698,,,Tract 226.98,,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
G4701570022700,,,,,G4701570022700,G4701570022700,Tennessee,47,470,Shelby County,157,1570,22700,,,,,Census Tract 227,"Census Tract 227, Shelby County, Tennessee",,,,,128.0,,,,,6985.0,,,,,10.0,,,,,9.0,,34.0,,,,,3334.0,,,,,2636.0,,,,,698.0,,,,,2592.0,0.0,0.0,0.0,0.0,0.0,7166.0
G4701570022798,,,G4701570022798,,,,Tennessee,47,470,Shelby County,157,1570,22798,,,Tract 227.98,,,,,,11.0,,,,,48.0,,,,,0.0,,,,,0.0,,,,,,,27.0,,,,,27.0,,,,,0.0,,,,,34.0,,,0.0,0.0,0.0,0.0,59.0,0.0
G4701570980100,,,,,G4701570980100,G4701570980100,Tennessee,47,470,Shelby County,157,1570,980100,,,,,Census Tract 9801,"Census Tract 9801, Shelby County, Tennessee",,,,,36.0,,,,,27.0,,,,,0.0,,,,,0.0,,0.0,,,,,42.0,,,,,28.0,,,,,14.0,,,,,70.0,0.0,0.0,0.0,0.0,0.0,63.0
G4701570980200,,,,,G4701570980200,G4701570980200,Tennessee,47,470,Shelby County,157,1570,980200,,,,,Census Tract 9802,"Census Tract 9802, Shelby County, Tennessee",,,,,0.0,,,,,3.0,,,,,0.0,,,,,0.0,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0
G4701570980300,,,,,G4701570980300,G4701570980300,Tennessee,47,470,Shelby County,157,1570,980300,,,,,Census Tract 9803,"Census Tract 9803, Shelby County, Tennessee",,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G4701570980400,,,,,G4701570980400,G4701570980400,Tennessee,47,470,Shelby County,157,1570,980400,,,,,Census Tract 9804,"Census Tract 9804, Shelby County, Tennessee",,,,,80.0,,,,,213.0,,,,,0.0,,,,,0.0,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,293.0
